client_name,client_version,sessions,converted_sessions,unconverted_sessions,conversion_rate_pct,matched_tool_calls
codex-mcp-client (via mcp-remote 0.1.37),0.117.0-alpha.24,39,0,39,0.0,0
ConversationalAI,2026.3.1.19291,38,0,38,0.0,0
hf-mcp-server-client,0.1.0,38,0,38,0.0,0
ConversationalAI,2026.5.0.24324,38,0,38,0.0,0
mission-mcp-gateway,1.0.0,38,0,38,0.0,0
BB8-MCP-Broker-conn-0b508b54,1.0.0,38,0,38,0.0,0
factory-cli,0.68.1,38,0,38,0.0,0
ConversationalAI,2026.3.1.18769,38,0,38,0.0,0
claude-code,0.4.9-mumucc,38,0,38,0.0,0
Cline (via mcp-remote 0.1.37),3.83.0,37,0,37,0.0,0
workato-genie-mcp-client,v1.0.0,37,37,0,100.0,37
factory-cli,0.104.1,37,0,37,0.0,0
mocop-gateway-go,0.13.0-pr.351.e9a497af,37,6,31,16.216,6
opencode,1.4.5,37,25,12,67.568,31
archestra-platform,1.2.31,37,0,37,0.0,0
mcp-router (via mcp-remote 0.1.37),1.0.0,37,1,36,2.703,2
clawcentral,1.0,37,0,37,0.0,0
ConversationalAI,2026.3.1.18782,36,0,36,0.0,0
ConversationalAI,2026.4.1.20287,36,0,36,0.0,0
gemini-cli-mcp-client,0.27.2,36,0,36,0.0,0
proctor-mcp-client,0.0.1,36,0,36,0.0,0
talk2me-voice-agent,1.0.0,36,0,36,0.0,0
codex-mcp-client (via mcp-remote 0.1.37),0.123.0-alpha.5,36,0,36,0.0,0
test,0.1,36,7,29,19.444,22
claude-code (via mcp-remote 0.1.37),2.1.154,36,1,35,2.778,18
claude-code (via mcp-remote 0.1.30),2.1.97,35,0,35,0.0,0
mcporter,0.10.2.4,35,0,35,0.0,0
claude-code (via mcp-remote 0.1.37),2.1.117,35,2,33,5.714,3
mcp-gateway-fetcher,1.0.0,35,0,35,0.0,0
probe,1.0,35,2,33,5.714,20
local-agent-mode-hf-gradio (via mcp-remote 0.1.37),1.0.0,35,0,35,0.0,0
Cline,3.80.0,35,0,35,0.0,0
codex-mcp-client (via mcp-remote 0.1.29),0.124.0-alpha.2,34,0,34,0.0,0
claude-code (via mcp-remote 0.1.37),2.1.89,34,0,34,0.0,0
Roo Code (via mcp-remote 0.1.37),3.51.1,34,0,34,0.0,0
Postman Client,1.0.0,34,1,33,2.941,1
mcp-drift,0.1.0,34,0,34,0.0,0
aurocx-client,1.0.0,34,4,30,11.765,9
augment-mcp-client (via mcp-remote 0.1.37),1.0.0,34,1,33,2.941,2
ConversationalAI,2026.3.1.19563,34,0,34,0.0,0
custom3p-desktop,1.8555.0,34,0,34,0.0,0
cursor-vscode (via mcp-remote 0.1.30),1.0.0,34,0,34,0.0,0
CopilotChatWebApi,1.0.0.0,34,1,33,2.941,2
claude-code (via mcp-remote 0.1.30),2.1.96,34,0,34,0.0,0
dev.warp.Warp,v0.2026.04.29.08.57.stable_01,34,0,34,0.0,0
mcp-remote-test-client (via mcp-remote 0.1.29),1.0.0,34,0,34,0.0,0
factory-cli,0.83.0,34,0,34,0.0,0
agent,1.0,33,31,2,93.939,109
ConversationalAI,2026.4.2.21215,33,0,33,0.0,0
mcp-helper,1.0,33,33,0,100.0,33
jarvis,1.0,33,24,9,72.727,208
smoke,1,33,0,33,0.0,0
archestra-platform,1.2.24,33,0,33,0.0,0
opencode,1.3.10,33,29,4,87.879,29
toolathlon-live (via mcp-remote 0.1.37),0.1.0,33,11,22,33.333,70
claude-code (via mcp-remote 0.1.37),2.1.91,33,0,33,0.0,0
zh,1.0,33,0,33,0.0,0
@huggingface/responses.js,0.1.0,33,0,33,0.0,0
CopilotFlow,1.0.0,33,0,33,0.0,0
codex-mcp-client (via mcp-remote 0.1.18),0.129.0-alpha.15,33,0,33,0.0,0
ConversationalAI,2026.4.2.21208,33,0,33,0.0,0
opencode (via mcp-remote 0.1.37),1.15.7,33,33,0,100.0,83
ModelContextProtocol.Core,1.2.0.0,33,0,33,0.0,0
opencode,1.3.7,32,27,5,84.375,27
LocalAI-WebUI,1.0.0,32,4,28,12.5,37
dev.warp.Warp-Stable,v0.2026.04.29.08.57.stable_01,32,0,32,0.0,0
rmcp (via mcp-remote 0.1.37),0.8.5,32,0,32,0.0,0
portal,1.0.0,32,0,32,0.0,0
flowmap-operator,1.0.0,32,0,32,0.0,0
codex-mcp-client (via mcp-remote 0.1.37),0.119.0,32,0,32,0.0,0
ConversationalAI,2026.3.1.18665,32,0,32,0.0,0
securemcp-gateway,0.1.0,32,0,32,0.0,0
local-agent-mode-huggingface-custom (via mcp-remote 0.1.37),1.0.0,31,2,29,6.452,2
opencode,0.0.0-fix-gpt55-v2-202605091716,31,29,2,93.548,29
codex-mcp-client (via mcp-remote 0.1.29),0.119.0-alpha.28,31,0,31,0.0,0
claude-code,1.0.142-dev,31,2,29,6.452,33
opencode,1.14.38,31,17,14,54.839,23
BB8-MCP-Broker-conn-28df9687,1.0.0,31,3,28,9.677,4
Studio,3.3.0.0,31,19,12,61.29,86
factory-cli,0.94.1,31,0,31,0.0,0
ConversationalAI,2026.3.1.19783,31,0,31,0.0,0
Visual Studio Code - Insiders,1.115.0-insider,31,9,22,29.032,34
gemini-cli-mcp-client (via mcp-remote 0.1.37),0.36.0,30,0,30,0.0,0
dev.warp.Warp-Stable,v0.2026.04.08.08.36.stable_05,30,0,30,0.0,0
github-copilot-developer,1.0.29,30,0,30,0.0,0
claude-code (via mcp-remote 0.1.37),2.1.81,30,0,30,0.0,0
claude-ai (via mcp-remote 0.1.41),0.1.0,30,0,30,0.0,0
claude-code (via mcp-remote 0.1.37),2.1.108,30,0,30,0.0,0
nawah,2.0,30,0,30,0.0,0
Dify,1.14.2,30,28,2,93.333,28
concierge-forwarder-probe,0,29,0,29,0.0,0
probe,0,29,1,28,3.448,1
rmcp,1.6.0,29,1,28,3.448,1
hub-agent,1.0.0,29,0,29,0.0,0
ConversationalAI,2026.5.0.24527,29,0,29,0.0,0
mcp-test-client (via mcp-remote 0.1.37),0.0.1,29,0,29,0.0,0
chatwise,26.4.2,29,0,29,0.0,0
mcp-tool-sync,1.0,29,0,29,0.0,0
Cline (via mcp-remote 0.1.37),3.77.0,29,0,29,0.0,0
codex-mcp-client (via mcp-remote 0.1.30),0.128.0,29,0,29,0.0,0
claude-code,2.0.76,29,2,27,6.897,4
ConversationalAI,2026.5.0.22649,29,0,29,0.0,0
codex-mcp-client (via mcp-remote 0.1.29),0.135.0-alpha.1,28,0,28,0.0,0
grok-validator,0.1,28,0,28,0.0,0
dev.warp.Warp-Stable,v0.2026.04.01.08.39.stable_02,28,1,27,3.571,40
mcp-health-client,1.0.0,28,0,28,0.0,0
mcp-test-client,1.0.0-dev,28,9,19,32.143,216
t,1,28,1,27,3.571,2
qwen-cli-mcp-client-hf,0.0.1,28,0,28,0.0,0
AgentPlatform,1.0.0,28,22,6,78.571,22
Jan Streamable Client,0.0.1,28,2,26,7.143,20
Cherry Studio,1.7.15,28,0,28,0.0,0
mcpchecker,v0.1.0,28,0,28,0.0,0
github-copilot-developer,1.0.33,28,0,28,0.0,0
nvcf-responses-mcp-client,1.0.0,27,12,15,44.444,20
claude-code,1.0.118-dev,27,0,27,0.0,0
claude-code,0.0.50,27,0,27,0.0,0
BB8-MCP-Broker-conn-0196e527,1.0.0,27,0,27,0.0,0
gemini-cli-mcp-client (via mcp-remote 0.1.37),0.38.2,27,3,24,11.111,5
claude-code,1.0.123-dev,27,1,26,3.704,14
Noruxa,1.0,27,2,25,7.407,2
1mcp,0.29.2,27,2,25,7.407,6
BB8-MCP-Broker-conn-a8e6970d,1.0.0,27,0,27,0.0,0
keycard-probe,0.1,26,0,26,0.0,0
github-copilot-developer,1.0.49-1,26,0,26,0.0,0
databricks-langchain-client,1.0,26,8,18,30.769,8
ai-tool-executor,1.0.0,26,3,23,11.538,4
claude-code (via mcp-remote 0.1.37),2.1.94,26,1,25,3.846,11
genesis-gateway,1.0.0,26,10,16,38.462,12
mcporter,0.10.1,26,0,26,0.0,0
dev.warp.Warp,v0.2026.04.15.08.45.stable_02,26,0,26,0.0,0
ConversationalAI,2026.3.1.18892,26,0,26,0.0,0
codex-mcp-client (via mcp-remote 0.1.30),0.125.0-alpha.3,26,0,26,0.0,0
claude-code (via mcp-remote 0.1.30),2.1.123,26,0,26,0.0,0
dev.warp.Warp-Stable,v0.2026.05.13.09.15.stable_03,26,0,26,0.0,0
codex-mcp-client (via mcp-remote 0.1.29),0.122.0-alpha.1,26,0,26,0.0,0
ConversationalAI,2026.5.0.21689,26,0,26,0.0,0
codex-mcp-client (via mcp-remote 0.1.37),0.129.0-alpha.7,25,0,25,0.0,0
opencode,1.14.45,25,24,1,96.0,25
ConversationalAI,2026.3.1.19478,25,0,25,0.0,0
hv-status-probe,1.0,25,0,25,0.0,0
opencode (via mcp-remote 0.1.37),1.14.41,25,19,6,76.0,83
ConversationalAI,2026.3.1.19585,25,0,25,0.0,0
Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/),1.0,25,0,25,0.0,0
opencode,1.1.53,25,20,5,80.0,21
codex-mcp-client (via mcp-remote 0.1.30),0.121.0,25,2,23,8.0,2
langsmith-mcp-proxy,1.0.0,25,0,25,0.0,0
ConversationalAI,2026.3.1.19457,25,0,25,0.0,0
test,1.0.0,25,5,20,20.0,15
archestra-platform,1.2.50,25,0,25,0.0,0
Windsurf (via mcp-remote 0.1.15),1.0.0,24,0,24,0.0,0
huggingface-agent-mcp-client,1.0.0,24,23,1,95.833,69
HF-MCP,1.0,24,0,24,0.0,0
bolt,1.0.0,24,0,24,0.0,0
ConversationalAI,2026.3.1.19498,24,0,24,0.0,0
egocodex-mcp-smoke,1.0,24,0,24,0.0,0
claude-code,1.0.34,24,0,24,0.0,0
opencode,7.2.40,24,20,4,83.333,29
ConversationalAI,2026.3.1.18677,24,0,24,0.0,0
fast-agent-mcp,0.7.0,24,14,10,58.333,39
claude-code,2.0.74,24,0,24,0.0,0
linxclaw,1.0.0,24,0,24,0.0,0
claude-code (via mcp-remote 0.1.37),2.1.107,23,3,20,13.043,6
Cherry Studio,1.8.0,23,0,23,0.0,0
grok-shell-huggingface,0.1.0,23,0,23,0.0,0
ConversationalAI,2026.5.0.23098,23,0,23,0.0,0
claude-code,0.5.14-beta.2,23,1,22,4.348,2
test,1,23,0,23,0.0,0
claude-code,2.1.16,23,0,23,0.0,0
probe,1,23,2,21,8.696,3
claude-code,1.0.128-dev,23,0,23,0.0,0
MstyStudio (via mcp-remote 0.1.37),2.7.6,23,0,23,0.0,0
ConversationalAI,2026.4.2.21093,23,0,23,0.0,0
gemini-cli-mcp-client (via mcp-remote 0.1.37),0.38.0,23,0,23,0.0,0
mcp-remote-test-client (via mcp-remote 0.1.38),1.0.0,23,0,23,0.0,0
qoder-cli-mcp-client,0.2.4,23,0,23,0.0,0
ConversationalAI,2026.5.0.22517,23,0,23,0.0,0
ConversationalAI,2026.3.1.18515,23,0,23,0.0,0
goose-desktop,1.31.0,23,0,23,0.0,0
ConversationalAI,2026.4.2.21110,22,0,22,0.0,0
opencode,1.3.4,22,16,6,72.727,163
google-ai-edge-gallery,1.0.15,22,1,21,4.545,1
factory-cli,0.84.0,22,0,22,0.0,0
gemini-cli-mcp-client (via mcp-remote 0.1.37),0.37.2,22,2,20,9.091,6
ai-debugger-web,0.1.0,22,4,18,18.182,16
opencode,0.0.0-beta-202605270633,22,20,2,90.909,20
rex (via mcp-remote 0.1.37),0.1.0,22,0,22,0.0,0
github-copilot-developer,1.0.40-0,22,1,21,4.545,1
opencode,1.14.37,22,21,1,95.455,24
dev.warp.Warp,v0.2026.04.08.08.36.stable_05,22,0,22,0.0,0
claude-console,1.0,22,0,22,0.0,0
mavis-mcp,1.0.0,21,1,20,4.762,2
kilo,7.1.21,21,21,0,100.0,28
Manus,8.0.19,21,6,15,28.571,37
Hugging Face,1.0,21,0,21,0.0,0
opencode,1.14.34,21,18,3,85.714,32
Cherry Studio (via mcp-remote 0.1.37),1.7.19,21,0,21,0.0,0
ConversationalAI,2026.5.1.24356,21,0,21,0.0,0
ConversationalAI,2026.4.2.21535,21,0,21,0.0,0
bolt-api,0.1.32,21,0,21,0.0,0
factory-cli,0.125.1,21,0,21,0.0,0
ConversationalAI,2026.4.1.20310,21,0,21,0.0,0
codex-mcp-client,0.128.3,21,0,21,0.0,0
claude-code,1.0.121-dev,20,0,20,0.0,0
claude-code,1.0.158-dev,20,0,20,0.0,0
claude-code,2.1.36,20,0,20,0.0,0
goose-desktop,1.30.0,20,1,19,5.0,1
celeste-agent,1.0,20,1,19,5.0,2
codex-mcp-client,0.119.0-alpha.1,20,0,20,0.0,0
ConversationalAI,2026.5.1.24553,20,0,20,0.0,0
ConversationalAI,2026.4.1.20301,20,0,20,0.0,0
ConversationalAI,2026.4.1.21115,20,0,20,0.0,0
executor-probe,0,20,0,20,0.0,0
archestra-inspector,1.2.31,20,1,19,5.0,1
ConversationalAI,2026.3.1.19330,20,0,20,0.0,0
zerotwo-mcp-client-8ba77feb-eed6-4358-845e-4cf5f05b0eb9,1.0.0,20,0,20,0.0,0
dev.warp.Warp-Stable,v0.2026.05.06.15.42.stable_03,20,0,20,0.0,0
gemini-cli-mcp-client,0.42.0-nightly.20260504.g37edd1d4d,20,0,20,0.0,0
clawbuddy,1.0,20,6,14,30.0,11
ConversationalAI,2026.3.1.18755,19,0,19,0.0,0
claude-code (via mcp-remote 0.1.30),2.1.114,19,0,19,0.0,0
Cline (via mcp-remote 0.1.37),3.86.0,19,1,18,5.263,2
test-client,1.0.0,19,9,10,47.368,54
pinkfish,1.0.0,19,1,18,5.263,1
DeepChat,1.0.2,19,0,19,0.0,0
chatwise,26.5.0,19,0,19,0.0,0
ConversationalAI,2026.3.1.19444,19,0,19,0.0,0
claude-code (via mcp-remote 0.1.30),2.1.116,19,0,19,0.0,0
gemini-cli-mcp-client,0.32.1,19,0,19,0.0,0
bolt-api,0.1.11,19,0,19,0.0,0
ConversationalAI,2026.3.1.19436,19,0,19,0.0,0
concierge-bootstrap,1,19,0,19,0.0,0
mcp-ktor,0.7.0,19,0,19,0.0,0
jackfruit-research-mcp-handshake,0.24,19,0,19,0.0,0
claude-code (via mcp-remote 0.1.37),2.1.47,19,2,17,10.526,8
Air (via mcp-remote 0.1.37),0,19,0,19,0.0,0
ConversationalAI,2026.4.0.20181,19,0,19,0.0,0
antigravity-client (via mcp-remote 0.1.30),v1.0.0,19,0,19,0.0,0
Programs,1.0.0.0,19,0,19,0.0,0
opencode,1.15.9,19,19,0,100.0,34
opencode,1.14.27,18,15,3,83.333,15
Visual Studio Code,1.106.3,18,3,15,16.667,10
kilo,7.3.0,18,12,6,66.667,15
chatbot,1.0,18,0,18,0.0,0
aiaw,v1.8.7,18,12,6,66.667,54
claude-code (via mcp-remote 0.1.30),2.1.104,18,0,18,0.0,0
ConversationalAI,2026.4.1.20671,18,0,18,0.0,0
ConversationalAI,2026.3.1.18550,18,0,18,0.0,0
github-copilot-developer,1.0.55-0,18,0,18,0.0,0
codex-mcp-client,0.115.0,18,0,18,0.0,0
local-agent-mode-HuggingFace-Images (via mcp-remote 0.1.37),1.0.0,18,0,18,0.0,0
github-copilot-developer,1.0.55-7,17,0,17,0.0,0
Visual Studio Code Agents - Insiders,1.118.0-insider,17,0,17,0.0,0
bluenexus-mcp-client,0.13.0,17,4,13,23.529,4
ConversationalAI,2026.5.0.24090,17,0,17,0.0,0
gemini-cli-mcp-client,0.44.0-nightly.20260517.g77e65c0db,17,0,17,0.0,0
Neurons,1.0.0,17,4,13,23.529,27
archestra-platform,1.2.15,17,0,17,0.0,0
claude-code (via mcp-remote 0.1.37),2.1.157,17,0,17,0.0,0
claude-code,1.0.131-dev,17,1,16,5.882,1
codex-mcp-client,0.99.0-alpha.23,17,0,17,0.0,0
bolt-api,0.1.18,17,0,17,0.0,0
claude-code,0.0.22,17,0,17,0.0,0
AppIdea,1.0.0,17,0,17,0.0,0
p,1,17,6,11,35.294,6
chatwise,26.4.17,17,0,17,0.0,0
dev.warp.Warp-Stable,v0.2026.05.18.05.32.stable_02,17,0,17,0.0,0
TreatGPT-Web,1.0.0,17,0,17,0.0,0
ConversationalAI,2026.5.0.23615,17,0,17,0.0,0
Cline (via mcp-remote 0.1.29),3.81.0,17,0,17,0.0,0
dev.warp.Warp,v0.2026.05.06.15.42.stable_03,16,0,16,0.0,0
fast-agent-mcp,0.7.12,16,8,8,50.0,23
Cherry Studio,1.7.24,16,0,16,0.0,0
mcp-shield-scanner,1.0.0,16,0,16,0.0,0
factory-cli,0.118.1,16,0,16,0.0,0
archestra-platform,1.2.18,16,0,16,0.0,0
exchange-experience-api,2.0.0,16,0,16,0.0,0
mcp-introspector,1.0.0,16,0,16,0.0,0
Manus,8.0.10,16,9,7,56.25,47
dev.warp.Warp-Stable,v0.2026.04.22.08.46.stable_03,16,0,16,0.0,0
claude-code,2.1.98-patched,16,0,16,0.0,0
ConversationalAI,2026.4.1.20955,16,0,16,0.0,0
dev.warp.Warp-Preview,v0.2026.05.27.15.44.preview_01,16,0,16,0.0,0
opencode (via mcp-remote 0.1.37),1.4.3,16,16,0,100.0,23
Tooler.API,1.0.0.0,16,3,13,18.75,5
claude-code (via mcp-remote 0.1.37),2.1.110,16,0,16,0.0,0
local-agent-mode-hf-mcp-server (via mcp-remote 0.1.17),1.0.0,16,1,15,6.25,3
bolt-api,0.1.34,16,0,16,0.0,0
c,1,16,11,5,68.75,14
Msty Claw,0.1.9,16,1,15,6.25,2
codex-mcp-client (via mcp-remote 0.1.30),0.123.0-alpha.5,16,1,15,6.25,6
Cherry Studio (via mcp-remote 0.1.37),1.8.4,16,4,12,25.0,36
cherry-studio-app,0.1.5,16,1,15,6.25,1
opencode (via mcp-remote 0.1.37),1.15.10,16,11,5,68.75,388
layla,6.8.2-direct,16,1,15,6.25,5
claude-code,2.1.2,16,0,16,0.0,0
grok-shell-grok_com_hugging_face,0.2.11,16,0,16,0.0,0
Visual Studio Code,1.107.1,16,4,12,25.0,28
@smolagents/mcp-client-sandbox,1.0.0,16,2,14,12.5,2
ConversationalAI,2026.4.2.22855,15,0,15,0.0,0
ui5flow-mcp-client,1.0.0,15,0,15,0.0,0
codex-mcp-client (via mcp-remote 0.1.30),0.124.0-alpha.2,15,0,15,0.0,0
opencode,1.3.2,15,7,8,46.667,7
bolt-api,0.1.23,15,0,15,0.0,0
dust-mcp-client,1.0.0,15,0,15,0.0,0
mcp-test-client,1.2.4,15,0,15,0.0,0
universal-mcp-bridge,0.1.0,15,1,14,6.667,1
codex-mcp-client,0.115.0-alpha.11,15,0,15,0.0,0
Cline (via mcp-remote 0.1.37),3.85.0,15,0,15,0.0,0
step2_test,1.0.0,15,9,6,60.0,12
claude-ai (via mcp-remote 0.1.29),0.1.0,15,1,14,6.667,3
mcs,1.0.0,15,0,15,0.0,0
github-copilot-developer,1.0.35-6,15,0,15,0.0,0
ConversationalAI,2026.5.0.22314,15,0,15,0.0,0
codex-mcp-client,0.46.0,15,1,14,6.667,1
ChatMcpiOSClient,1.0.0,15,4,11,26.667,7
ConversationalAI,2026.3.1.19338,15,0,15,0.0,0
@librechat/api-client (via mcp-remote 0.1.37),1.2.3,15,0,15,0.0,0
github-copilot-developer,1.0.55-1,15,0,15,0.0,0
codex-mcp-client,0.126.0-alpha.1,15,0,15,0.0,0
conformance-test-client,1.0.0,15,0,15,0.0,0
Visual Studio Code,1.108.2,15,2,13,13.333,2
mosaic-companion,1.0.0,15,1,14,6.667,8
opencode,7.0.46,15,11,4,73.333,77
GenVR Workflow,1.0,15,3,12,20.0,3
pi-mcp-hf-mcp-server,1.0.0,15,6,9,40.0,21
factory-cli,0.137.0,14,0,14,0.0,0
opencode,7.2.14,14,12,2,85.714,18
abacusai-agent,1.0.0,14,0,14,0.0,0
github-copilot-developer,0.0.1,14,0,14,0.0,0
dev.warp.Warp,v0.2026.04.27.15.32.stable_02,14,0,14,0.0,0
CC4ALL Admin,1.0,14,0,14,0.0,0
ConversationalAI,2026.3.1.18546,14,0,14,0.0,0
claude-code (via mcp-remote 0.1.37),2.1.85,14,1,13,7.143,2
curl-client,1.0.0,14,0,14,0.0,0
opencode,0.0.0-beta-202605260556,14,1,13,7.143,1
agentgateway-dashboard,0.1.0,14,0,14,0.0,0
nuvin,0.0.0,14,0,14,0.0,0
dev.warp.Warp,v0.2026.04.29.08.57.stable_02,14,0,14,0.0,0
DeepChat,1.0.4-beta.4,14,0,14,0.0,0
codex-mcp-client (via mcp-remote 0.1.37),0.117.0-alpha.12,14,0,14,0.0,0
Visual Studio Code,1.110.1,14,2,12,14.286,28
mcp-extractor,1.0,14,0,14,0.0,0
mcp-cli,0.3.0,14,1,13,7.143,6
opencode,1.4.12,14,12,2,85.714,12
compose-connectors,0.1.0,14,0,14,0.0,0
Air,0,14,1,13,7.143,5
github-copilot-developer,1.0.43-0,14,0,14,0.0,0
wekala,1.0,14,0,14,0.0,0
mcptools,1.0.0,14,12,2,85.714,12
evaos-smoke,1,14,0,14,0.0,0
mcp-ollama-chatbot,1.0.0,14,1,13,7.143,6
rmcp,0.8.5,14,11,3,78.571,27
ConversationalAI,2026.4.1.20841,14,0,14,0.0,0
rmcp,1.5.0,14,2,12,14.286,6
fast-agent-mcp,0.6.25,13,2,11,15.385,3
goose-desktop,1.36.0,13,0,13,0.0,0
1mcp,0.32.0,13,0,13,0.0,0
rmcp,0.9.1,13,0,13,0.0,0
mcporter,0.10.2-khalak.1,13,0,13,0.0,0
claude-code (via mcp-remote 0.1.37),2.1.69,13,6,7,46.154,25
Privacy AI,2.0.1313,13,1,12,7.692,7
mcp-queryset-gen,0.1,13,11,2,84.615,49
codex-mcp-client,0.104.0,13,0,13,0.0,0
nuclei,1.0,13,0,13,0.0,0
bolt-api,0.1.45,13,0,13,0.0,0
dmhai-itgr-test,0.0.0,13,0,13,0.0,0
nyx,1.0,13,7,6,53.846,7
opencode,1.14.43,13,12,1,92.308,13
claude-code,2.0.22,13,0,13,0.0,0
opencode (via mcp-remote 0.1.37),1.14.24,13,12,1,92.308,21
ConversationalAI,2026.4.1.20305,13,0,13,0.0,0
p,0,13,3,10,23.077,16
lava-federation-http,1.0.0,13,10,3,76.923,10
hermes,3.0,13,0,13,0.0,0
solarwinds_mcp_verifier,v0.0.1,13,0,13,0.0,0
streamable-http-client,1.0.0,13,1,12,7.692,1
custom3p-desktop,1.4758.0,13,0,13,0.0,0
custom3p-desktop,1.6259.1,13,1,12,7.692,4
Manus,8.0.3,13,4,9,30.769,9
gemini-cli-mcp-client,0.41.0,13,0,13,0.0,0
VisualStudio,18.6.11819.183,13,0,13,0.0,0
Huggingface,1.0,13,0,13,0.0,0
factory-cli,0.99.1-build0005184,12,0,12,0.0,0
ConversationalAI,2026.3.1.18741,12,0,12,0.0,0
Manus,8.0.12,12,4,8,33.333,15
mcpregistry,0.1.0,12,0,12,0.0,0
agent-flow,0.1.0,12,9,3,75.0,57
github-copilot-developer (via mcp-remote 0.1.37),1.0.34,12,0,12,0.0,0
mcporter,0.11.3,12,0,12,0.0,0
chatwise,26.3.36,12,0,12,0.0,0
alma,1.0.0,12,0,12,0.0,0
grok-shell-grok_com_hugging_face,0.1.181,12,0,12,0.0,0
openacme-__test__,0.0.1,12,0,12,0.0,0
Visual Studio Code,1.107.0,12,5,7,41.667,7
factory-cli,0.101.1-build0005263,12,0,12,0.0,0
claude-code,0.5.17,12,0,12,0.0,0
claude-code,2.1.87-dev.20260403.t174316.shae5b13b34,12,0,12,0.0,0
kilo,7.2.49,12,11,1,91.667,53
claude-ai (via mcp-remote 0.1.30),0.1.0,12,0,12,0.0,0
claude-code,2.1.11,12,1,11,8.333,2
codex-mcp-client (via mcp-remote 0.1.30),0.126.0-alpha.8,12,0,12,0.0,0
fast-agent-mcp,0.7.9,12,5,7,41.667,11
Visual Studio Code,1.108.1,12,2,10,16.667,9
claude-code (via mcp-remote 0.1.37),2.1.147,12,0,12,0.0,0
claude-code,0.0.51,12,0,12,0.0,0
gemini-cli-mcp-client,0.37.1-termux,12,0,12,0.0,0
mcp-prompt-list,1.0.0,12,0,12,0.0,0
ConversationalAI,2026.3.1.19357,12,0,12,0.0,0
ConversationalAI,2026.3.1.18919,12,0,12,0.0,0
pillar-agent,1.0.0,12,0,12,0.0,0
claude-code,1.0.136-dev,12,0,12,0.0,0
codex-mcp-client,0.117.0-alpha.12,12,0,12,0.0,0
grok-shell-huggingface,0.2.3,12,0,12,0.0,0
ConversationalAI,2026.5.0.22817,11,0,11,0.0,0
21st-desktop,1.0.0,11,0,11,0.0,0
gemini-cli-mcp-client,0.42.0-nightly.20260512.gc987b9939,11,0,11,0.0,0
aui-workflow-client,1.0.0,11,0,11,0.0,0
claude-code,0.0.0-local,11,3,8,27.273,3
claude-ai (via mcp-remote 0.1.12),0.1.0,11,0,11,0.0,0
bolt-api,0.1.13,11,0,11,0.0,0
rmcp,0.3.2,11,0,11,0.0,0
Playground,0.0.1,11,0,11,0.0,0
ConversationalAI,2026.5.0.24364,11,0,11,0.0,0
mcp-remote-test-client (via mcp-remote 0.1.35),1.0.0,11,0,11,0.0,0
claude-code,2.2.1,11,0,11,0.0,0
insomnia-test,1.0.0,11,0,11,0.0,0
Privacy AI,2.0.1717,11,0,11,0.0,0
ConversationalAI,2026.3.1.19227,11,0,11,0.0,0
WebMCP,0.1.0,11,0,11,0.0,0
databricks-webapp,1.0.0,11,0,11,0.0,0
artific,1.0.0,11,0,11,0.0,0
gemini-cli-mcp-client,0.38.3-termux,11,0,11,0.0,0
openclaw-bundle-mcp (via mcp-remote 0.1.36),0.0.0,11,0,11,0.0,0
codex-mcp-client,0.108.0-alpha.12,11,0,11,0.0,0
goose-desktop,1.35.0,11,0,11,0.0,0
MCP Playground,0.1.0,11,1,10,9.091,10
local-agent-mode-hf-mcp-server (via mcp-remote 0.1.12),1.0.0,11,0,11,0.0,0
claude-code,1.0.52,11,3,8,27.273,9
fast-agent-mcp,0.7.11,11,8,3,72.727,20
github-copilot-developer,1.0.51-2,11,1,10,9.091,9
gemma.hf_mcp,0.1.0,11,7,4,63.636,7
claude-code (via mcp-remote 0.1.30),2.1.118,11,0,11,0.0,0
codemoss-ide,1.0.0,11,0,11,0.0,0
fast-agent-mcp,0.6.17,11,5,6,45.455,40
ramparts,2.0.0,11,0,11,0.0,0
ConversationalAI,2026.5.0.22670,11,0,11,0.0,0
mcp-web-client,1.0.0,11,3,8,27.273,3
custom3p-desktop,1.9255.2,11,0,11,0.0,0
chatwise,26.5.1,11,0,11,0.0,0
codex-mcp-client,0.119.0-alpha.29,10,0,10,0.0,0
ConversationalAI,2026.5.0.21683,10,0,10,0.0,0
Privacy AI,2.0.1515,10,0,10,0.0,0
TypingMind,26-03-30/4a51b7e69968c2335a9498097fba72a25589957b,10,0,10,0.0,0
grok-shell-hf-mcp-server,0.1.210,10,0,10,0.0,0
claude-code (via mcp-remote 0.1.30),2.1.109,10,0,10,0.0,0
mcp-tool-explorer,1.8.0,10,2,8,20.0,6
Manus,8.0.13,10,5,5,50.0,45
gemini-cli-mcp-client,0.39.0-nightly.20260414.gdaf500623,10,0,10,0.0,0
Cherry Studio,1.8.2,10,0,10,0.0,0
Visual Studio Code Agents - Insiders,1.117.0-insider,10,1,9,10.0,8
grok-shell-grok_com_hugging_face,0.2.3,10,0,10,0.0,0
claude-ai (via mcp-remote 0.1.31),0.1.0,10,0,10,0.0,0
grok-shell-grok_com_hugging_face,0.1.220-alpha.2,10,0,10,0.0,0
Cline (via mcp-remote 0.1.29),3.82.0,10,0,10,0.0,0
dev.warp.Warp-Stable,v0.2026.05.06.15.42.stable_04,10,1,9,10.0,3
